N Proj,Promotor,Designacao,Instrumento,Aviso,Aut Gestao,Org Intermedio,Concelho,Regiao,Sector,CAE (Rev3),Estrategia de Eficiencia Colectiva,Data de Aprovacao,Investimento Elegivel,Incentivo,N Contribuinte do Promotor
22925,LINK CONSULTING - TECNOLOGIAS DE INFORMAcaO SA,SMARTCITIES CLOUD TICKETING - PROJECTO DE IDT INDIVIDUAL - SMARTCITIES CLOUD TICKETING,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62020 - Actividades de consultoria em informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",29-Dez-11,503954,245077,504551221
22912,DEIMOS ENGENHARIA SA,GLOVISAT-POT - EXTENSaO a PLATAFORMA GLOVISAT PARA PROCESSAMENTO DE DADOS DE OBSERVAcaO DA TERRA,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,71120 - Actividades de engenharia e tecnicas afins,,29-Dez-11,221292,55323,506245179
22904,"EVOLVESPACE SOLUTIONS, LDA",SAM NFC - SECURE APPLICATION MANAGEMENT WITH NFC - GESTaO DE APLICAcoES COM ELEMENTO DE SEGURANcA UTILIZANDO TECNOLOGIA NFC,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Lisboa,IAPMEI,Lisboa,Lisboa,Servicos,62020 - Actividades de consultoria em informatica,,29-Dez-11,248925,109990,507035003
22906,"FIBRAUTO - FABRICO DE OBJECTOS EM POLYESTER, LDA",NATURCOMP - NATURCOMP - DESENVOLVIMENTO DE ECO-COMPoSITOS EM FIBRA NATURAL,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Norte,IAPMEI,Vila Nova de Gaia,Norte,Industria,20160 - Fabricacao de materias plasticas sob formas primarias,PCT Engineering & Tooling,27-Dez-11,200312,122284,503890189
22931,"PROHS - EQUIPAMENTO HOSPITALAR E SERVIcOS ASSOCIADOS, LDA",LABI&DT - PROHS - LAB I&DT,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Norte,IAPMEI,Maia,Norte,Industria,32502 - Fabricacao de material ortopedico e proteses e de instrumentos medico-cirurgicos,,27-Dez-11,123442,78066,505005468
22921,"PARSEC, SISTEMAS DE INFORMAcaO E CONTROLO, SA",SIAT-PCA - SOLUcaO INTEGRADA E AUTOMaTICA DE TESTE DE PCAS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Norte,IAPMEI,Matosinhos,Norte,Industria,"26512 - Fabricacao de instrumentos e aparelhos de medida, verificacao, navegacao e outros fins, ne",,27-Dez-11,239633,134858,503033910
22895,"AROUND KNOWLEDGE - CONSULTORIA, LDA",BIPS GSM,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Norte,IAPMEI,Porto,Norte,Servicos,62010 - Actividades de programacao informatica,,27-Dez-11,278478,139006,508977754
22897,"VIEIRA & LOPES, LDA",UTA ECO-SAVE - DESENVOLVIMENTO DE UNIDADES DE TRATAMENTO DE AR ECO-EFICIENTES E MULTIFUNCIONAIS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Norte,IAPMEI,Braga,Norte,Industria,28250 - Fabricacao de equipamento nao domestico para refrigeracao e ventilacao,,27-Dez-11,342263,164207,504280848
22883,"IM3DICAL, SA","WEBOUT - DESENVOLVIMENTO DE UMA SOLUcaO NA CLOUD PARA GESTaO DO CIRCUITO DE MCDT, E ARQUIVO E TRATAMENTO DE EXAMES (IMAGENS) E RESPECTIVOS DADOS DEMOGRaFICOS",I&DT Empresas/Projectos Individuais,12/SI/2011,PO Norte,IAPMEI,Porto,Norte,Servicos,72190 - Outra investigacao e desenvolvimento das ciencias fisicas e naturais,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",27-Dez-11,476300,353148,509845061
22787,"ADCLICK, LDA",ADCHRONO - DESENVOLVIMENTO DE UMA FERRAMENTA PARA OPTIMIZAcaO DE CAMPANHAS DE MARKETING DIGITAL,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Norte,IAPMEI,Porto,Norte,Servicos,73110 - Agencias de publicidade,,27-Dez-11,480755,263535,508113199
22788,"NONIUSSOFT, SOFTWARE E CONSULTORIA PARA TELECOMUNICAcoES, SA",NIVO XREMOTE - DESENVOLVIMENTO DE NOVA GAMA DE SISTEMAS DE CONTROLO REMOTO PARA A LINHA DE PRODUTOS NIVO,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Norte,IAPMEI,Maia,Norte,Servicos,58290 - Edicao de outros programas informaticos,,27-Dez-11,268332,152179,507297687
22801,"IMOBILEMAGIC - MOBILE EXPERIENCES, LDA",GENMOBILE - PLATAFORMA PARA O DESENVOLVIMENTO aGIL DE APLICAcoES MoVEIS,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Norte,IAPMEI,Braga,Norte,Servicos,62010 - Actividades de programacao informatica,,27-Dez-11,258613,186296,509412041
22934,"SOC PORTUGUESA DE INOVAcaO - CONSULTADORIA EMPRESARIAL E FOMENTO DA INOVAcaO, SA",PALOP TECH - NOVOS PRODUTOS E SERVIcOS DE APOIO AO DESENVOLVIMENTO DE EMPRESAS DE BASE TECNOLoGICA NOS PALOP,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Norte,IAPMEI,Porto,Norte,Servicos,70220 - Outras actividades de consultoria para os negocios e a gestao,,27-Dez-11,197363,134074,503821012
22757,"PORTUGAL FRESH - ASSOC PARA A PROMOcaO DAS FRUTAS, LEGUMES E FLORES DE PORTUGAL",PORTUGAL FRESH!,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Comercio,"46311 - Comercio por grosso de fruta e de produtos horticolas, excepto batata",PCT Agro-industrial,23-Dez-11,636271,340691,509738451
17971,"DMM - DESENVOLVIMENTO MAQUINAGEM E MONTAGEM, LDA",INOVAcaO PROCESSOS E ENTRADA PARA NOVOS SEGMENTOS DE PEcAS IND AUTOMoVEL,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO FC,IAPMEI,Oliveira de Azemeis,Norte,Industria,29320 - Fabricacao de outros componentes e acessorios para veiculos automoveis,PCT Engineering & Tooling,23-Dez-11,4290569,2790116,502601426
17863,"ENERPELLETS - PRODUcaO, COMERCIALIZAcaO DE PELLETS DE MADEIRA, SA",PELLETS PREMIUM,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO FC,IAPMEI,Pedrogao Grande,Centro,Industria,16101 - Serracao de madeira,PCT das Industrias de Base Florestal,23-Dez-11,2045648,1329671,508295963
22850,"CORTEX INTELLIGENCE TECNOLOGIA, LDA",ADENSI - PLATAFORMA AVANcADA DE SIMULAcaO DE GESTaO EMPRESARIAL,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Alentejo,IAPMEI,evora,Alentejo,Servicos,"63110 - Actividades de processamento de dados, domiciliacao de informacao e actividades relacionadas","PCT das Tecnologias de Informacao, Comunicacao e Electronica",20-Dez-11,597722,438460,509739490
22942,"INESTING - MARKETING TECNOLoGICO, SA",360 DIGITAL BUSINESS ANALYTICS - PLATAFORMA ONLINE DE BUSINESS ANALYTICS QUE AGREGA MeTRICAS DE SERVIcOS WEB 20,I&DT Empresas/Projectos Individuais,12/SI/2011,PO Alentejo,IAPMEI,Santarem,Alentejo,Servicos,62090 - Outras actividades relacionadas com as tecnologias da informacao e informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",20-Dez-11,208298,126898,504924907
18805,"RENTING POINT - SERVIcOS DE INFORM?TICA, LDA",MELHORIA QUALITATIVA DE PORTAL DE ALUGUER,I&DT Empresas/Vale I&DT,01/SI/2011,PO Norte,IAPMEI,Porto,Norte,Servicos,63120 - Portais Web,,20-Dez-11,33000,24750,509348670
18858,"DECLARATIVA - SERVIcOS DE INFORMaTICA, LDA",MELHORIA QUALITATIVA AO SOFTWARE INTERPROLOG,I&DT Empresas/Vale I&DT,01/SI/2011,PO Norte,IAPMEI,Porto,Norte,Servicos,62010 - Actividades de programacao informatica,,20-Dez-11,30000,22500,504987380
21587,"UAVISION, ENGENHARIA DE SISTEMAS, LDA",AQUASENSE - SISTEMA AUToNOMO DE MONITORIZAcaO DE CULTURAS E CONTROLO INTELIGENTE DE IRRIGAcaO,I&DT Empresas/Projectos em Co-promocao,03/SI/2011,PO Centro,AdI,Multi-Concelhos,Centro,Servicos,71120 - Actividades de engenharia e tecnicas afins,,19-Dez-11,352156,248868,507294122
18515,"WAVECOM - SOLUcoES RaDIO, SA",WAVESYS - WAVESYS ? PLATAFORMA RaDIO INTEGRADA WAVECOM,I&DT Empresas/Projectos Individuais,06/SI/2010,PO Centro,IAPMEI,Aveiro,Centro,Servicos,71120 - Actividades de engenharia e tecnicas afins,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",19-Dez-11,452801,258793,504813480
17848,MOLDES RP,"SISTEMA DE PRODUcaO FLEXiVEL MOLDES RP - PRODUFLEX SYSTEM, REFORcO DA CAPACIDADE TECNOLoGICA ATRAVeS DE SOLUcoES TECNOLoGICAS FLEXiVEIS COM CONFIGURAcaO E MONITORIZAcaO INOVADORAS",SI Inovacao/Inovacao Produtiva,04/SI/2010,PO Centro,IAPMEI,Marinha Grande,Centro,Industria,25734 - Fabricacao de moldes metalicos,PCT Engineering & Tooling,09-Dez-11,2117618,1588213,504206028
17968,"TORRE ITM - INDuSTRIA TRANSFORMADORA DE MaRMORES, LDA",INOVAcaO PRODUTIVA E DE PROCESSO,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO Centro,IAPMEI,Ovar,Centro,Industria,23701 - Fabricacao de artigos de marmore e de rochas similares,Cluster da Pedra Natural,09-Dez-11,410265,307695,501792864
18502,"PLASFIL - PLaSTICOS DA FIGUEIRA, SA",SUPERCOOL - INOVAcaO E COMPETITIVIDADE PARA A FILEIRA AUTOMoVEL,I&DT Empresas/Projectos Individuais,06/SI/2010,PO FC,IAPMEI,Figueira da Foz,Centro,Industria,"22292 - Fabricacao de outros artigos de plastico, ne",PCT Engineering & Tooling,30-Nov-11,576643,210373,500219567
18458,"ICC - INDuSTRIAS E COMeRCIO DE CALcADO, SA",S3 - SAFETY SLIM SHOE - DESENVOLVIMENTO DE COMPONENTES AVANcADOS PARA CALcADO DE SEGURANcA,I&DT Empresas/Projectos Individuais,06/SI/2010,PO FC,IAPMEI,Guimaraes,Norte,Industria,15202 - Fabricacao de componentes para calcado,PCT da Moda,30-Nov-11,224012,105237,501642200
21514,"AMORIM & IRMaOS, SA",CLEANCORK - ERRADICAcaO DE ANISoIS EM PRODUTOS DE CORTIcA,I&DT Empresas/Projectos em Co-promocao,03/SI/2011,PO FC,AdI,Multi-Concelhos,Multi-Regioes,Industria,16294 - Fabricacao de rolhas de cortica,PCT das Industrias de Base Florestal,30-Nov-11,465771,193391,500311390
17380,"AIRFREE - PRODUTOS ELECTRONICOS, SA",CRIAcaO DE NOVOS PRODUTOS,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO Lisboa,IAPMEI,Lisboa,Lisboa,Comercio,"46520 - Comercio por grosso de equipamentos electronicos, de telecomunicacoes e suas partes",,30-Nov-11,380250,242596,507174240
17761,"HOTTI AEROPORTO - HOTEL, SA",HOTEL TRYP AEROPORTO DE LISBOA,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO Lisboa,TP,Lisboa,Lisboa,Turismo,55111 - Hoteis com restaurante,,30-Nov-11,14721010,554300,509146775
22374,"TAPEcARIAS FERREIRA DE Sa, LDA",PRODUcaO DE NOVOS BENS E SERVIcOS,SI Inovacao/Inovacao Produtiva,05/SI/2011,PO FC,IAPMEI,Espinho,Norte,Industria,13930 - Fabricacao de tapetes e carpetes,,29-Nov-11,549204,295328,500151849
22007,"ENAME, SA",ENAME - INTENACIONALIZAcaO GLOBAL,SI Qualificacao PME/Projectos Individuais e de Cooperacao,07/SI/2011,PO FC,AICEP,Viseu,Centro,Servicos,95110 - Reparacao de computadores e de equipamento periferico,,10-Nov-11,255123,111536,504864840
17724,"LABORAToRIOS BASI, LDA","REQUALIFICAcaO, ESTRUTURAL E INOVADORA, DOS LABORAToRIOS BASI - FASE II",SI Inovacao/Inovacao Produtiva,04/SI/2010,PO FC,IAPMEI,Mortagua,Centro,Industria,21201 - Fabricacao de medicamentos,PCT da Saude,10-Nov-11,1947071,1012300,506632296
18068,"YGE - YSER GREEN ENERGY, SA","CRIAcaO E DESENVOLVIMENTO DE UNIDADE INDUSTRIAL PARA PRODUcaO DE BIOENERGIA DE ALTA DENSIDADE, BASEADA EM BIOMASSA TORRIFICADA",SI Inovacao/Inovacao Produtiva,04/SI/2010,PO Norte,IAPMEI,Oliveira de Azemeis,Norte,Industria,20142 - Fabricacao de carvao (vegetal e animal) e produtos associados,,25-Out-11,4352581,2829178,509695175
13478,"SERAFIM SILVA ACTIVIDADES HOTELEIRAS, LDA",REMODELAcaO E REQUALIFICAcaO DO HOTEL MIRAMAR 4* E CONTRUcaO DE SPA,SI Inovacao/Inovacao Produtiva,33/SI/2009,PO Centro,TP,Nazare,Centro,Turismo,55111 - Hoteis com restaurante,PCT do Turismo,04-Out-11,1026423,769817,502856564
17755,"VIEIRA ARAuJO, SA",INOVAcaO - INOVAcaO NO MERCADO GLOBAL,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO Norte,IAPMEI,Sao Joao da Madeira,Norte,Industria,"22292 - Fabricacao de outros artigos de plastico, ne",,27-Set-11,1107242,719707,500298840
17604,"HELDER COELHO ARQUITECTO, LDA",REFORcO DE COMPETeNCIAS E INTERNACIONALIZAcaO,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO Norte,IAPMEI,Santo Tirso,Norte,Servicos,71110 - Actividades de arquitectura,,27-Set-11,211220,136097,506972968
17578,"KARMANN GHIA DE PORTUGAL - INDUSTRIA DE CONFECcaO DE CAPAS, LDA",REFORcO NO SEGMENTO AERONaUTICO,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO FC,IAPMEI,Vendas Novas,Alentejo,Industria,"13920 - Fabricacao de artigos texteis confeccionados, excepto vestuario",,27-Set-11,887983,488390,502773340
18048,"EMPRESA DIaRIO DO PORTO, LDA",CRESCER COM QUALIDADE,SI Inovacao/Inovacao Produtiva,04/SI/2010,PO Norte,IAPMEI,Porto,Norte,Industria,18120 - Outra impressao,,27-Set-11,9016634,4959149,500096309
17979,"TTTURBO, LDA",TTTURBO,SI Inovacao/Empreendedorismo Qualificado,05/SI/2010,PO Norte,IAPMEI,Vila Real,Norte,Comercio,45200 - Manutencao e reparacao de veiculos automoveis,,27-Set-11,165613,106174,509661858
22758,NERLEI - ASSOC EMPRESARIAL DA REGIaO DE LEIRIA,CHOOSE PORTUGAL 2012,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,25710 - Fabricacao de cutelaria,,27-Set-11,717105,373922,502286296
22759,"AIP/FCE - FEIRAS, CONGRESSOS E EVENTOS, ASSOCIAcaO EMPRESARIAL","AIP-FEIRAS, CONGRESSOS E EVENTOS INTERNACIONALIZAcaO 2012",SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,10130 - Fabricacao de produtos a base de carne,,27-Set-11,784439,367009,503657891
22764,APIC - ASSOC PORTUGUESA DOS INDUSTRIAIS DE CURTUMES,TOPLEXPORTS,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,15111 - Curtimenta e acabamento de peles sem pelo,,27-Set-11,594811,382521,500832382
22727,AEP - ASSOC EMPRESARIAL DE PORTUGAL,BOW 2011/2012,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,"13920 - Fabricacao de artigos texteis confeccionados, excepto vestuario",,27-Set-11,3429908,1700972,500971315
22728,APIMA - ASSOC PORTUGUESA DAS INDuSTRIAS DE MOBILIaRIO E AFINS,INTERFURNITURE 2012,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,31091 - Fabricacao de mobiliario de madeira para outros fins,Cluster das Empresas de Mobiliario de Portugal,27-Set-11,2672996,1794366,501783687
22729,AIDA - ASSOCIAcaO INDUSTRIAL DO DISTRITO DE AVEIRO,APEX - APOIO aS EXPORTAcoES DAS EMPRESAS,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,17212 - Fabricacao de outras embalagens de papel e de cartao,,27-Set-11,286170,141923,501668454
22730,"APICCAPS ASSOC PORTUGUESA DOS INDUSTRIAIS DE CALcADO, COMPONENTES, ARTIGOS DE PELE E SEUS SUCED",PROGRAMA DE INTERNACIONALIZAcaO DA FILEIRA DO CALcADO - 2012,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,15201 - Fabricacao de calcado,PCT da Moda,27-Set-11,7495640,4897293,501090762
22731,"ASSOC PORTUGUESA DOS INDUSTRIAIS DE MaRMORES, GRANITOS E RAMOS AFINS - ASSIMAGRA",INTERNACIONALIZAcaO MATERIAS DE CONSTRUcaO,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,08111 - Extraccao de marmore e outras rochas carbonatadas,Cluster da Pedra Natural,27-Set-11,700339,426299,500834938
22732,ANETIE - ASSOC NACIONAL DAS EMPRESAS DAS TECNOLOGIAS DE INFORMAcaO E ELECTRoNICA,INTERNACIONALIZAR TECNOLOGIAS LUSAS,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Servicos,62010 - Actividades de programacao informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",27-Set-11,1736373,951959,503991287
22733,ANEME - ASSOCIAcaO NACIONAL DAS EMPRESAS METALuRGICAS E ELECTROMECaNICAS,EXPORMETAL,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,24510 - Fundicao de ferro fundido,,27-Set-11,156697,75197,500949220
22734,ASSOC DOS INDUSTRIAIS METALuRGICOS METALOMECaNICOS E AFINS DE PORTUGAL,"INTERNACIONALIZAcaO DO METAL - PLANO DE ACcaO GLOBAL, NO CONTEXTO DE UMA VISaO INTEGRADA DA INDuSTRIA TRANSFORMADORA VI",SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,"25992 - Fabricacao de outros produtos metalicos diversos, ne",PCT das Tecnologias de Producao,27-Set-11,242679,153014,501072349
22735,VINIPORTUGAL - ASSOC INTERPROFISSIONAL PARA A PROMOcaO DOS VINHOS PORTUGUESES,PROMOcaO E MARKETING INTERNACIONAL 2012,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,11021 - Producao de vinhos comuns e licorosos,,27-Set-11,780970,455549,503736864
22736,CEFAMOL - ASSOC NACIONAL DA INDUSTRIA DE MOLDES,ENGINEERING & TOOLING FROM PORTUGAL,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,25734 - Fabricacao de moldes metalicos,PCT Engineering & Tooling,27-Set-11,736405,480597,500330212
22737,ASSOC HOME FROM PORTUGAL,TEXTILES SELECTION HOME | FROM PORTUGAL,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,"13920 - Fabricacao de artigos texteis confeccionados, excepto vestuario",PCT da Moda,27-Set-11,428900,271903,509152562
22739,AIPI - ASSOC DOS INDUSTRIAIS DE ILUMINAcaO,LIGHT FASION 2012 - FEIRAS E MISSoES NOS MERCADOS EXTERNOS,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,27400 - Fabricacao de lampadas electricas e de outro equipamento de iluminacao,,27-Set-11,735318,372410,504139398
22741,ASSOC DE ARTESaOS DA SERRA DA ESTRELA,ARTESANATO BY TRADITION,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,23411 - Olaria de barro,,27-Set-11,253934,116408,503154776
22743,ASSOC TURISMO DE LISBOA - VISITORS AND CONVENTION BUREAU,INTERNACIONALIZAcaO DE PME´S COMO PROMOcaO COMPLEMENTAR DA aREA PROMOCIONAL DE LISBOA 2012,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Turismo,55111 - Hoteis com restaurante,PCT do Turismo,27-Set-11,121961,53164,501880160
22745,ASSOC EMPRESARIAL DE PAcOS DE FERREIRA,PROMOcaO INTERNACIONAL ´CAPITAL DO MoVEL´ - 2012,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO Norte,AICEP,Pacos de Ferreira,Norte,Industria,31091 - Fabricacao de mobiliario de madeira para outros fins,Cluster das Empresas de Mobiliario de Portugal,27-Set-11,302080,147977,501994335
22746,AGeNCIA REGIONAL DE PROMOcaO TURiSTICA DO ALENTEJO ? TURISMO DO ALENTEJO,CONSOLIDAcaO DA INTERNACIONALIZAcaO DO ALENTEJO,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO Alentejo,AICEP,Multi-Concelhos,Alentejo,Turismo,55111 - Hoteis com restaurante,PCT do Turismo,27-Set-11,273125,130637,506829987
22748,SELECTIVA MODA - ASSOC DE PROMOcaO DE SALoES INTERNACIONAIS DE MODA,FROM PORTUGAL 2012,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,14131 - Confeccao de outro vestuario exterior em serie,PCT da Moda,27-Set-11,7695190,5657545,502988312
22749,APICER - ASSOC PORTUGUESA DA INDuSTRIA DE CERaMICA,PILOTO PARA DIVERSIFICAcaO DOS MERCADOS E REFORcO DO VOLUME DE EXPORTAcoES DA INDuSTRIA CERaMICA NACIONAL E DAS PMES ADERENTES NO CONTINENTE ASIaTICO,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,"23312 - Fabricacao de ladrilhos, mosaicos e placas de ceramica",,27-Set-11,422556,200777,503904023
22752,NERSANT - ASSOC EMPRESARIAL DA REGIaO DE SANTAReM,INTPME 2011/2012 - APOIAR A INTERNACIONALIZAcaO DAS EMPRESAS DA REGIaO DE SANTAReM,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,25110 - Fabricacao de estruturas de construcoes metalicas,,27-Set-11,72982,35489,502280280
22753,ASSOCIAcaO INTEGRALAR - INTERVENcaO DE EXCELENCIA NO SECTOR AGRO-ALIMENTAR,INTERNACIONALIZAcaO DO SECTOR AGRO-ALIMENTAR - PORTUGALFOODS 2012,SI Qualificacao PME/Projectos Conjuntos,10/SI/2011,PO FC,AICEP,Multi-Concelhos,Multi-Regioes,Industria,10510 - Industrias do leite e derivados,PCT Agro-industrial,27-Set-11,727994,355498,508761247
21643,"SOCIBEIRAL - SERVIcOS, LDA",SOCIBEIRAL - INTERNACIONALIZAcaO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,07/SI/2011,PO Centro,AICEP,Viseu,Centro,Servicos,71120 - Actividades de engenharia e tecnicas afins,,09-Ago-11,157028,68934,501865462
21646,"MATCH PROFILER - CONSULTADORIA E DESENVOLVIMENTO DE SISTEMAS DE GESTaO, LDA",PROMOcaO DA COMPETITIVIDADE DA MATCH PROFILER ATRAVeS DA PRESENcA ACTIVA NO MERCADO GLOBAL,SI Qualificacao PME/Projectos Individuais e de Cooperacao,07/SI/2011,PO Centro,AICEP,ilhavo,Centro,Servicos,62010 - Actividades de programacao informatica,"PCT das Tecnologias de Informacao, Comunicacao e Electronica",09-Ago-11,152281,80382,504642251
21763,"SORO - UNIPESSOAL, LDA",SORO EXPORT,SI Qualificacao PME/Projectos Individuais e de Cooperacao,07/SI/2011,PO Centro,AICEP,Alcobaca,Centro,Servicos,71110 - Actividades de arquitectura,,09-Ago-11,66600,25785,509320180
21792,"GLOBALTRONIC - ELECTRoNICA E TELECOMUNICAcoES, LDA",GLOBALTRONIC,SI Qualificacao PME/Projectos Individuais e de Cooperacao,07/SI/2011,PO Centro,AICEP,agueda,Centro,Comercio,"46520 - Comercio por grosso de equipamentos electronicos, de telecomunicacoes e suas partes",,09-Ago-11,567722,258020,506259706
21789,"GOLFINHO - INOVAcaO EM BRICOLAGE, LDA","IMPLANTAcaO DA GOLFINHO - INOVAcaO E BRICOLAGE, LDA NO MERCADO GLOBAL",SI Qualificacao PME/Projectos Individuais e de Cooperacao,07/SI/2011,PO Centro,AICEP,agueda,Centro,Industria,16291 - Fabricacao de outras obras de madeira,,09-Ago-11,261975,104960,509534821
21803,"METALURGIA APOCER, LDA","INTERNACIONALIZAcaO DA ACTIVIDADE PARA MERCADOS EXTERNOS DE BRASIL, EUA, INGLATERRA, ALEMANHA, ESPANHA, MARROCOS E TUNiSIA E MELHORIA DA IMAGEM CORPORATIVA DA EMPRESA",SI Qualificacao PME/Projectos Individuais e de Cooperacao,07/SI/2011,PO Centro,AICEP,Pombal,Centro,Industria,25734 - Fabricacao de moldes metalicos,,09-Ago-11,155466,71821,500828024
21829,"FUN E FITNESS - COMeRCIO DE ARTIGOS DESPORTIVOS, UNIPESSOAL, LDA",FUN E FITNESS - INTERNACIONALIZAcaO,SI Qualificacao PME/Projectos Individuais e de Cooperacao,07/SI/2011,PO Centro,AICEP,Viseu,Centro,Comercio,"47640 - Comercio a retalho de artigos de desporto, de campismo e lazer, em estabelecimentos especializados",,09-Ago-11,139033,72491,507220951
21863,"HITAG BIOTECHNOLOGY, LDA",QUALIFICAcaO PARA A INTERNACIONALIZAcaO DA HITAG,SI Qualificacao PME/Projectos Individuais e de Cooperacao,07/SI/2011,PO Centro,IAPMEI,Cantanhede,Centro,Servicos,72110 - Investigacao e desenvolvimento em biotecnologia,PCT da Saude,09-Ago-11,148316,74135,508806399
21855,"ESPELHO DE NuMEROS - CONSULTORIA, COMeRCIO E SERVIcOS, UNIPESSOAL, LDA",VERA VIANA,SI Qualificacao PME/Projectos Individuais e de Cooperacao,07/SI/2011,PO Centro,AICEP,Ovar,Centro,Comercio,"46160 - Agentes do comercio por grosso de texteis, vestuario, calcado e artigos de couro",,09-Ago-11,788975,406647,507896823
